Ensembl	Name	Biotype	GeneLength	SumExonLength
ENSMUSG00000028938	Galntl5	protein_coding	38838	1627
ENSMUSG00000028937	Acot7	protein_coding	93722	2124
ENSMUSG00000028936	Rpl22	protein_coding	8330	2911
ENSMUSG00000014301	Pam16	protein_coding	8525	2435
ENSMUSG00000014303	Glis2	protein_coding	30212	4373
ENSMUSG00000028920	Fbxo42	protein_coding	56150	5934
ENSMUSG00000004952	Rasa4	protein_coding	27945	7485
ENSMUSG00000028923	Necap2	protein_coding	11846	3095
ENSMUSG00000004951	Hspb1	protein_coding	1645	1031
ENSMUSG00000028927	Padi2	protein_coding	46243	5013
ENSMUSG00000028926	Cdk14	protein_coding	616922	18877
ENSMUSG00000028911	Srsf4	protein_coding	28090	3561
ENSMUSG00000028910	Mecr	protein_coding	24317	3041
ENSMUSG00000004961	Syt5	protein_coding	7777	2380
ENSMUSG00000028917	Plekhm2	protein_coding	39166	5186
ENSMUSG00000028914	Casp9	protein_coding	22365	5197
ENSMUSG00000028919	Arhgef19	protein_coding	18066	4242
ENSMUSG00000087390	Gm7598	lincRNA	6026	3123
ENSMUSG00000087399	Gm11899	antisense	7631	745
ENSMUSG00000087398	Gm12343	antisense	960	414
ENSMUSG00000087397	Rapgef3os2	antisense	2165	920
ENSMUSG00000087396	4933407K13Rik	processed_transcript	57768	6432
ENSMUSG00000087395	Gm12705	antisense	1888	872
ENSMUSG00000087394	Gm12945	processed_transcript	1639	674
ENSMUSG00000087393	1700023C21Rik	lincRNA	2599	389
ENSMUSG00000087381	Gm16008	antisense	9636	1324
ENSMUSG00000087380	2210408F21Rik	processed_transcript	117054	2406
ENSMUSG00000087389	Gm15592	antisense	18913	1707
ENSMUSG00000087388	Gm12128	lincRNA	14178	2914
ENSMUSG00000087387	Gm15420	antisense	1526	388
ENSMUSG00000087386	Gm15637	antisense	7273	817
ENSMUSG00000087385	Frg2f1	protein_coding	9222	2760
ENSMUSG00000087384	Gm15558	antisense	14292	2018
ENSMUSG00000087383	Gm12446	antisense	45509	1222
ENSMUSG00000087382	Ctcflos	antisense	22387	5098
ENSMUSG00000087358	4930453H23Rik	lincRNA	15086	1719
ENSMUSG00000087357	Gm12498	lincRNA	6956	2458
ENSMUSG00000063388	BC023105	processed_pseudogene	1216	1216
ENSMUSG00000063380	Olfr945	protein_coding	19950	1864
ENSMUSG00000063383	Zfp947	protein_coding	21832	2872
ENSMUSG00000063382	Bcl9l	protein_coding	29072	7998
ENSMUSG00000063386	Olfr1387	protein_coding	8659	4840
ENSMUSG00000087356	Gm13856	antisense	22307	1742
ENSMUSG00000087355	Gm13187	processed_transcript	13573	1549
ENSMUSG00000087354	4930404I05Rik	processed_transcript	5495	2746
ENSMUSG00000087353	Gm13727	processed_transcript	1715	424
ENSMUSG00000087352	Gm12999	antisense	915	485
ENSMUSG00000087351	Gm11464	lincRNA	11792	537
ENSMUSG00000087350	Gm16254	processed_pseudogene	730	730
ENSMUSG00000087348	Gm15582	antisense	2507	1581
ENSMUSG00000087347	1700047K16Rik	processed_transcript	1452	886
ENSMUSG00000063394	Olfr293	protein_coding	16985	2852
ENSMUSG00000087345	Gm13746	lincRNA	1316	605
ENSMUSG00000087344	Gm15627	lincRNA	797	437
ENSMUSG00000087343	1700021N21Rik	antisense	1406	904
ENSMUSG00000087342	Gm12238	sense_intronic	124	124
ENSMUSG00000087341	0610040F04Rik	antisense	83896	2150
ENSMUSG00000087340	Gm15228	lincRNA	7182	3440
ENSMUSG00000087379	Gm13849	lincRNA	135596	835
ENSMUSG00000087370	Tmem170b	protein_coding	35449	7477
ENSMUSG00000087378	Gm12414	lincRNA	3940	494
ENSMUSG00000087377	AV099323	antisense	7977	921
ENSMUSG00000087376	Gm15517	protein_coding	445	445
ENSMUSG00000087374	Gm15457	antisense	20541	3990
ENSMUSG00000087373	Gm15892	lincRNA	8411	1333
ENSMUSG00000087371	Gm15541	antisense	5405	2713
ENSMUSG00000087369	Gm14696	lincRNA	31919	3976
ENSMUSG00000087368	BC065397	processed_transcript	61541	3515
ENSMUSG00000087367	Gm15491	antisense	2803	751
ENSMUSG00000087366	Junos	antisense	115785	4117
ENSMUSG00000087365	C430049B03Rik	processed_transcript	2145	1610
ENSMUSG00000087364	Gm13398	protein_coding	3569	2837
ENSMUSG00000087363	Gm16347	antisense	3866	1344
ENSMUSG00000087362	Gm13710	lincRNA	30563	965
ENSMUSG00000087361	0610043K17Rik	lincRNA	45399	770
ENSMUSG00000087360	Gm15104	lincRNA	20465	842
ENSMUSG00000087319	Gm15907	lincRNA	2671	2309
ENSMUSG00000077991	Mir466n	miRNA	94	94
ENSMUSG00000087318	Gm12114	lincRNA	11971	656
ENSMUSG00000077990	Gm23134	miRNA	87	87
ENSMUSG00000087317	4930466I24Rik	antisense	3724	2264
ENSMUSG00000087316	Gm11917	lincRNA	20733	373
ENSMUSG00000087314	Prkag2os2	antisense	2391	1432
ENSMUSG00000112722	Gm3942	lincRNA	7634	666
ENSMUSG00000112721	Gm35608	lincRNA	2370	2370
ENSMUSG00000112720	Gm19116	processed_pseudogene	642	642
ENSMUSG00000038390	Gpr162	protein_coding	5540	3838
ENSMUSG00000112729	Gm46231	processed_pseudogene	314	314
ENSMUSG00000038383	Pigu	protein_coding	79188	9326
ENSMUSG00000112728	Gm48903	lincRNA	8566	644
ENSMUSG00000112727	Gm17794	processed_pseudogene	955	955
ENSMUSG00000112726	Gm47531	lincRNA	7340	426
ENSMUSG00000038384	Setd1b	protein_coding	26437	12068
ENSMUSG00000112725	Gm47600	processed_pseudogene	295	295
ENSMUSG00000038387	Rras	protein_coding	3687	1121
ENSMUSG00000112724	Gm47699	processed_pseudogene	630	630
ENSMUSG00000112723	Gm9110	processed_pseudogene	617	617
ENSMUSG00000087312	Gm13833	lincRNA	1801	719
ENSMUSG00000077996	Mir190b	miRNA	80	80
ENSMUSG00000038388	Mpp6	protein_coding	88699	6254
ENSMUSG00000077998	Mir466f-2	miRNA	94	94
ENSMUSG00000087309	4930528P14Rik	lincRNA	15017	509
ENSMUSG00000087308	Gm16195	lincRNA	1110	442
ENSMUSG00000087307	Gm12925	antisense	5337	1124
ENSMUSG00000077980	Mir654	miRNA	84	84
ENSMUSG00000087306	A230004M16Rik	processed_transcript	262776	6983
ENSMUSG00000087305	A430035B10Rik	processed_transcript	21636	5056
ENSMUSG00000077981	Mir466f-3	miRNA	94	94
ENSMUSG00000087303	Lipo2	protein_coding	31690	2887
ENSMUSG00000087302	Sox5os1	antisense	1871	1585
ENSMUSG00000112733	Gm40650	lincRNA	26326	1887
ENSMUSG00000112732	Gm47343	lincRNA	40790	711
ENSMUSG00000112731	Gm47739	sense_intronic	5132	2705
ENSMUSG00000063358	Mapk1	protein_coding	64072	7110
ENSMUSG00000112730	4930567K20Rik	antisense	29441	1250
ENSMUSG00000038370	Pcp4l1	protein_coding	23007	1577
ENSMUSG00000112739	Gm20597	lincRNA	20547	5486
ENSMUSG00000063350	Olfr874	protein_coding	3489	2632
ENSMUSG00000038372	Gmds	protein_coding	519162	3351
ENSMUSG00000038371	Sbf2	protein_coding	306910	14783
ENSMUSG00000112738	Gm48386	processed_pseudogene	456	456
ENSMUSG00000038374	Rbm8a	protein_coding	3859	3215
ENSMUSG00000112737	Gm4898	unprocessed_pseudogene	832	832
ENSMUSG00000112736	Gm48718	TEC	2482	2482
ENSMUSG00000112735	Gm46191	processed_pseudogene	433	433
ENSMUSG00000063354	Slc39a4	protein_coding	5002	3106
ENSMUSG00000038375	Trp53inp2	protein_coding	8792	5257
ENSMUSG00000112734	Gm47644	sense_intronic	7333	2708
ENSMUSG00000087301	Gm13629	antisense	105147	1148
ENSMUSG00000087300	Gm16725	antisense	25256	1253
ENSMUSG00000038379	Ttk	protein_coding	37701	4919
ENSMUSG00000087339	Gm11586	antisense	698	566
ENSMUSG00000087338	Scpep1os	antisense	30134	811
ENSMUSG00000087337	Gm14144	lincRNA	14234	1721
ENSMUSG00000087336	Gm15860	antisense	11712	976
ENSMUSG00000087335	4930526F13Rik	lincRNA	3494	1721
ENSMUSG00000112744	Gm48880	TEC	1984	1984
ENSMUSG00000112743	Gm49358	protein_coding	70001	1254
ENSMUSG00000112742	Gm31793	lincRNA	29447	415
ENSMUSG00000112741	Gm47341	TEC	2172	2172
ENSMUSG00000112740	Gm8264	processed_pseudogene	465	465
ENSMUSG00000112749	Gm48428	lincRNA	9735	580
ENSMUSG00000112748	Gm6331	processed_pseudogene	450	450
ENSMUSG00000112747	Gm48721	lincRNA	6982	529
ENSMUSG00000063362	Alg11	protein_coding	10907	4960
ENSMUSG00000038365	Fbxo25	protein_coding	32720	2977
ENSMUSG00000112746	Gm19309	processed_pseudogene	205	205
ENSMUSG00000063364	3300002I08Rik	protein_coding	51831	2117
ENSMUSG00000112745	Gm48025	sense_intronic	17535	1823
ENSMUSG00000087334	AW495222	antisense	12994	919
ENSMUSG00000087333	Gm13652	lincRNA	12928	3412
ENSMUSG00000038366	Lasp1	protein_coding	39765	6495
ENSMUSG00000038369	Ncoa6	protein_coding	83239	9744
ENSMUSG00000087332	Gm12690	lincRNA	3512	354
ENSMUSG00000038368	Focad	protein_coding	316383	11311
ENSMUSG00000087331	1810021B22Rik	antisense	4657	896
ENSMUSG00000087330	Bloodlinc	lincRNA	1472	679
ENSMUSG00000087329	Gm15671	lincRNA	1521	576
ENSMUSG00000087328	Gm12120	antisense	5886	592
ENSMUSG00000087327	Gm15884	antisense	3259	643
ENSMUSG00000087326	Gm12503	processed_transcript	16680	3127
ENSMUSG00000087325	Gm6038	processed_pseudogene	948	948
ENSMUSG00000112755	Gm46190	processed_pseudogene	427	427
ENSMUSG00000112754	Gm9139	processed_pseudogene	700	700
ENSMUSG00000112753	4930423D24Rik	lincRNA	3810	689
ENSMUSG00000112752	Gm48021	lincRNA	6581	237
ENSMUSG00000112751	Gm48084	antisense	32297	909
ENSMUSG00000112750	Gm47534	processed_pseudogene	469	469
ENSMUSG00000112759	Gm47615	TEC	779	779
ENSMUSG00000063374	Olfr763	protein_coding	2523	2523
ENSMUSG00000038352	Arl5c	protein_coding	6604	2073
ENSMUSG00000112758	Gm36172	bidirectional_promoter_lncRNA	2441	723
ENSMUSG00000038351	Sgsm2	protein_coding	47800	6884
ENSMUSG00000038354	Ankrd35	protein_coding	20902	4081
ENSMUSG00000063376	Ifna13	protein_coding	819	819
ENSMUSG00000112757	Gm10743	TEC	2358	2358
ENSMUSG00000112756	Gm48014	TEC	1300	1300
ENSMUSG00000087323	Gm14170	antisense	1044	331
ENSMUSG00000087322	Gm16075	antisense	526	361
ENSMUSG00000087321	Gm5353	processed_pseudogene	793	793
ENSMUSG00000038357	Camp	protein_coding	2239	758
ENSMUSG00000053980	Gm9930	TEC	3151	3151
ENSMUSG00000112766	Gm40645	antisense	32918	874
ENSMUSG00000112765	9430078K24Rik	lincRNA	19246	1454
ENSMUSG00000112764	Gm48158	processed_pseudogene	303	303
ENSMUSG00000112763	Gm34304	lincRNA	13157	1139
ENSMUSG00000063305	Psg20	protein_coding	12079	1880
ENSMUSG00000112762	4930459C07Rik	lincRNA	22847	1805
ENSMUSG00000112761	Gm47972	lincRNA	428	428
ENSMUSG00000112760	Gm47539	processed_pseudogene	517	337
ENSMUSG00000112769	Rpl17-ps2	processed_pseudogene	532	532
ENSMUSG00000112768	Gm48517	unprocessed_pseudogene	857	152
ENSMUSG00000112767	Gm47532	lincRNA	21897	506
ENSMUSG00000053985	Zfp14	protein_coding	15022	3475
ENSMUSG00000077954	Mir297a-4	miRNA	98	98
ENSMUSG00000112777	Gm8723	unprocessed_pseudogene	820	820
ENSMUSG00000112776	Gm6989	processed_pseudogene	654	654
ENSMUSG00000063314	Gm12657	processed_pseudogene	411	411
ENSMUSG00000112775	Gm48722	lincRNA	10581	172
ENSMUSG00000112774	Gm36041	lincRNA	48142	2245
ENSMUSG00000112773	Gm3137	lincRNA	18075	620
ENSMUSG00000063316	Rpl27	protein_coding	3232	1535
ENSMUSG00000112772	Gm48400	processed_pseudogene	498	498
ENSMUSG00000112771	Gm47718	lincRNA	6559	1334
ENSMUSG00000063317	Usp31	protein_coding	65233	10304
ENSMUSG00000112770	Gm48210	TEC	1260	1260
ENSMUSG00000112779	Gm18029	processed_pseudogene	1137	844
ENSMUSG00000112778	Gm33677	lincRNA	22210	2765
ENSMUSG00000077941	Mir466h	miRNA	81	81
ENSMUSG00000077948	Gm23438	miRNA	91	91
ENSMUSG00000112780	Gm48410	lincRNA	1722	1260
ENSMUSG00000077971	Gm26259	miRNA	97	97
ENSMUSG00000077972	Mir466f-1	miRNA	94	94
ENSMUSG00000112788	Gm47821	TEC	1679	1679
ENSMUSG00000112787	Gm48790	lincRNA	4691	1323
ENSMUSG00000112786	Gm47696	processed_pseudogene	400	400
ENSMUSG00000112785	Gm47645	lincRNA	1315	1315
ENSMUSG00000112784	Gm34868	antisense	19090	530
ENSMUSG00000112783	Gm48792	TEC	2470	2470
ENSMUSG00000112782	Gm7940	processed_pseudogene	769	769
ENSMUSG00000063328	Gm9396	processed_pseudogene	567	567
ENSMUSG00000112781	Gm9046	protein_coding	2409	2409
ENSMUSG00000112789	Gm19326	processed_pseudogene	326	326
ENSMUSG00000063320	1190007I07Rik	protein_coding	3378	1197
ENSMUSG00000112791	Gm47612	processed_pseudogene	505	505
ENSMUSG00000112790	Gm33378	TEC	2758	2758
ENSMUSG00000077962	Mir874	miRNA	76	76
ENSMUSG00000063334	Krr1	protein_coding	15769	5958
ENSMUSG00000112799	Gm48100	processed_pseudogene	1026	1026
ENSMUSG00000112798	Gm40685	lincRNA	3238	580
ENSMUSG00000112797	Gm30034	lincRNA	5650	248
ENSMUSG00000112796	Gm40770	lincRNA	5033	1502
ENSMUSG00000112795	Gm2027	processed_pseudogene	1629	1629
ENSMUSG00000112794	Gm48878	TEC	2678	2678
ENSMUSG00000112793	Gm32872	antisense	3843	205
ENSMUSG00000112792	Gm38407	lincRNA	84916	2738
ENSMUSG00000038393	Txnip	protein_coding	3927	3123
ENSMUSG00000038398	Upf3a	protein_coding	13579	5865
ENSMUSG00000077965	Gm24605	miRNA	96	96
ENSMUSG00000004892	Bcan	protein_coding	12700	4064
ENSMUSG00000004891	Nes	protein_coding	9374	6416
ENSMUSG00000028861	Mrps15	protein_coding	8608	1693
ENSMUSG00000028860	Sytl1	protein_coding	10024	2518
ENSMUSG00000028865	Cd164l2	protein_coding	12425	1827
ENSMUSG00000004897	Hdgf	protein_coding	9812	2873
ENSMUSG00000028864	Hgf	protein_coding	66658	7186
ENSMUSG00000028863	Meaf6	protein_coding	28105	5211
ENSMUSG00000028862	Map3k6	protein_coding	12112	4604
ENSMUSG00000004894	Hapln2	protein_coding	5834	2371
ENSMUSG00000028869	Gnl2	protein_coding	38796	3683
ENSMUSG00000028868	Wasf2	protein_coding	69252	6258
ENSMUSG00000004896	Rrnad1	protein_coding	8117	6342
ENSMUSG00000004895	Prcc	protein_coding	26706	2099
ENSMUSG00000053821	Gm9922	bidirectional_promoter_lncRNA	2215	2215
ENSMUSG00000053820	Bcl2a1c	protein_coding	444	444
ENSMUSG00000053825	Ppfia2	protein_coding	465614	10903
ENSMUSG00000028850	Gpatch3	protein_coding	9499	2086
ENSMUSG00000028854	Slc9a1	protein_coding	53997	5324
ENSMUSG00000028851	Nudc	protein_coding	13455	1425
ENSMUSG00000028857	Tmem222	protein_coding	11748	2003
ENSMUSG00000053838	Nudcd3	protein_coding	94725	6496
ENSMUSG00000028859	Csf3r	protein_coding	19891	3609
ENSMUSG00000053830	Gm9923	processed_pseudogene	1836	1836
ENSMUSG00000053835	H2-T24	protein_coding	14866	2182
ENSMUSG00000014226	Cacybp	protein_coding	10509	2390
ENSMUSG00000028843	Sh3bgrl3	protein_coding	1384	821
ENSMUSG00000028842	Ago3	protein_coding	97853	16571
ENSMUSG00000028841	Cnksr1	protein_coding	10359	2804
ENSMUSG00000028840	Zfp593	protein_coding	2304	2088
ENSMUSG00000004872	Pax3	protein_coding	95868	6187
ENSMUSG00000028847	Trappc3	protein_coding	13559	1737
ENSMUSG00000028845	Tekt2	protein_coding	3568	1900
ENSMUSG00000028849	Map7d1	protein_coding	24177	3652
ENSMUSG00000028848	Gpn2	protein_coding	7374	1482
ENSMUSG00000053841	Txlna	protein_coding	14988	5348
ENSMUSG00000053846	Lipg	protein_coding	21942	4715
ENSMUSG00000077815	Mir290a	miRNA	83	83
ENSMUSG00000004880	Lbr	protein_coding	27712	4761
ENSMUSG00000028832	Stmn1	protein_coding	5524	1922
ENSMUSG00000028830	AU040320	protein_coding	116527	6259
ENSMUSG00000028836	Slc30a2	protein_coding	11304	3564
ENSMUSG00000004885	Crabp2	protein_coding	4711	1322
ENSMUSG00000028834	Trim63	protein_coding	14510	2842
ENSMUSG00000028833	Ncdn	protein_coding	9689	3710
ENSMUSG00000028838	Extl1	protein_coding	27479	4333
ENSMUSG00000028837	Psmb2	protein_coding	32085	1204
ENSMUSG00000053852	Adgrg4	protein_coding	131396	9817
ENSMUSG00000077802	n-R5s52	rRNA	113	113
ENSMUSG00000053856	Dnajc5g	protein_coding	6242	1635
ENSMUSG00000077804	Gm24403	snoRNA	130	130
ENSMUSG00000038224	Serpinf2	protein_coding	7860	2324
ENSMUSG00000038225	Primpol	protein_coding	41619	6411
ENSMUSG00000038227	Hoxa9	protein_coding	7990	5580
ENSMUSG00000028890	Mtf1	protein_coding	47697	8907
ENSMUSG00000028894	Inpp5b	protein_coding	59662	4657
ENSMUSG00000028893	Sesn2	protein_coding	18470	3475
ENSMUSG00000028898	Trnau1ap	protein_coding	17776	2710
ENSMUSG00000028896	Rcc1	protein_coding	21687	3848
ENSMUSG00000028899	Taf12	protein_coding	21392	4038
ENSMUSG00000038210	Hoxa11	protein_coding	3705	2287
ENSMUSG00000038213	Tapbpl	protein_coding	7928	2352
ENSMUSG00000038212	Mfsd14b	protein_coding	48313	5531
ENSMUSG00000038215	Cep44	protein_coding	19526	6096
ENSMUSG00000038214	Bend3	protein_coding	36566	6819
ENSMUSG00000038217	Tlcd2	protein_coding	9185	1936
ENSMUSG00000038216	Pnmt	protein_coding	1732	1154
ENSMUSG00000038218	Gm9765	unprocessed_pseudogene	1690	321
ENSMUSG00000038209	Itln1	protein_coding	17173	1141
ENSMUSG00000028883	Sema3a	protein_coding	477152	13868
ENSMUSG00000028882	Ppp1r8	protein_coding	16241	2924
ENSMUSG00000112700	Gm48757	lincRNA	1230	491
ENSMUSG00000028886	Eya3	protein_coding	85779	5647
ENSMUSG00000028885	Smpdl3b	protein_coding	24287	2006
ENSMUSG00000028884	Rpa2	protein_coding	10421	2993
ENSMUSG00000028889	Yrdc	protein_coding	4564	1981
ENSMUSG00000112708	Gm8255	processed_pseudogene	305	305
ENSMUSG00000112707	D830005E20Rik	antisense	34074	2548
ENSMUSG00000112706	Gm46193	processed_pseudogene	364	364
ENSMUSG00000112705	Gm47552	lincRNA	852	384
ENSMUSG00000112704	Gm46329	lincRNA	126226	609
ENSMUSG00000112703	Gm18041	processed_pseudogene	618	618
ENSMUSG00000112702	Gm47571	TEC	412	412
ENSMUSG00000112701	2310002D06Rik	lincRNA	10749	508
ENSMUSG00000038201	Kcna7	protein_coding	4111	2182
ENSMUSG00000038204	Asb10	protein_coding	8282	2806
ENSMUSG00000038203	Hoxa13	protein_coding	3187	2472
ENSMUSG00000014232	Cluap1	protein_coding	32347	2279
ENSMUSG00000038206	Fbxo8	protein_coding	42850	5476
ENSMUSG00000038205	Prkab2	protein_coding	15620	5096
ENSMUSG00000053801	Grwd1	protein_coding	5722	2057
ENSMUSG00000038208	Pgap3	protein_coding	11814	3248
ENSMUSG00000112709	Gm19395	antisense	3406	646
ENSMUSG00000028871	Rspo1	protein_coding	22670	1938
ENSMUSG00000028876	Epha10	protein_coding	36902	7204
ENSMUSG00000112711	Gm32552	lincRNA	3035	2291
ENSMUSG00000112710	Gm17829	processed_pseudogene	344	344
ENSMUSG00000028874	Fgr	protein_coding	27816	3863
ENSMUSG00000028873	Cdca8	protein_coding	20847	5177
ENSMUSG00000028879	Stx12	protein_coding	31009	3188
ENSMUSG00000028878	Fam76a	protein_coding	23346	3088
ENSMUSG00000112719	Gm45925	transcribed_processed_pseudogene	1313	1313
ENSMUSG00000112718	Gm48524	processed_pseudogene	360	360
ENSMUSG00000112717	Gm6362	processed_pseudogene	836	836
ENSMUSG00000112716	4930471E19Rik	lincRNA	66532	1923
ENSMUSG00000053815	Olfr744	protein_coding	4961	2635
ENSMUSG00000112715	Gm48476	processed_pseudogene	320	320
ENSMUSG00000112714	Gm4798	processed_pseudogene	1699	1699
ENSMUSG00000112713	Gm48281	lincRNA	9680	716
ENSMUSG00000053819	Camk2d	protein_coding	250025	22493
ENSMUSG00000112712	Gm18755	processed_pseudogene	1099	1099
ENSMUSG00000014245	Pigl	protein_coding	55958	2268
ENSMUSG00000014243	Zswim7	protein_coding	14152	732
ENSMUSG00000004814	Ccl24	protein_coding	3113	1295
ENSMUSG00000004815	Dgkq	protein_coding	22980	7189
ENSMUSG00000004821	Tmed11	protein_coding	18129	763
ENSMUSG00000028821	Syf2	protein_coding	6651	2043
ENSMUSG00000028820	Sfpq	protein_coding	15690	4743
ENSMUSG00000028825	Rhd	protein_coding	31637	1594
ENSMUSG00000028822	Tmem50a	protein_coding	17176	1270
ENSMUSG00000087194	Skint6	protein_coding	482358	3824
ENSMUSG00000087193	Gm14820	antisense	31677	2096
ENSMUSG00000087192	4930412L05Rik	processed_transcript	12792	1615
ENSMUSG00000028826	Maco1	protein_coding	50587	6744
ENSMUSG00000087190	D430001F17Rik	antisense	31679	1871
ENSMUSG00000087199	Gm15818	antisense	9980	656
ENSMUSG00000087198	Tmem274	protein_coding	6172	747
ENSMUSG00000087197	Gm13780	lincRNA	52670	1187
ENSMUSG00000087196	Gm13373	lincRNA	9035	655
ENSMUSG00000087195	Gm12907	lincRNA	5522	507
ENSMUSG00000004865	Srpk1	protein_coding	35062	12376
ENSMUSG00000004864	Mapk13	protein_coding	10937	3150
ENSMUSG00000028813	CK137956	protein_coding	43360	2319
ENSMUSG00000028811	Yars	protein_coding	29848	5943
ENSMUSG00000087181	Gm13570	processed_pseudogene	309	309
ENSMUSG00000087180	Gm11924	lincRNA	91672	1750
ENSMUSG00000087187	Gm13431	lincRNA	6158	823
ENSMUSG00000087185	Gm13872	antisense	8854	1825
ENSMUSG00000087184	Gm11650	processed_transcript	2117	1145
ENSMUSG00000028803	Nipal3	protein_coding	49619	7588
ENSMUSG00000028801	Stpg1	protein_coding	43014	3054
ENSMUSG00000028800	Hdac1	protein_coding	26610	3445
ENSMUSG00000028807	Zbtb8a	protein_coding	24489	2321
ENSMUSG00000028804	Csmd2	protein_coding	579800	17077
ENSMUSG00000028809	Srrm1	protein_coding	32838	7299
ENSMUSG00000004837	Grap	protein_coding	19520	1793
ENSMUSG00000004843	Chmp2b	protein_coding	23599	1928
ENSMUSG00000004842	Pou1f1	protein_coding	14495	3891
ENSMUSG00000004846	Plod3	protein_coding	9630	4519
ENSMUSG00000004849	Ap1s1	protein_coding	11143	2198
ENSMUSG00000112681	Gm47622	sense_intronic	2411	693
ENSMUSG00000112680	Gm48760	processed_pseudogene	501	501
ENSMUSG00000112689	Gm47476	processed_pseudogene	3838	3838
ENSMUSG00000112688	Gm48514	processed_pseudogene	283	283
ENSMUSG00000112687	Gm18871	processed_pseudogene	745	745
ENSMUSG00000112686	Gm7034	processed_pseudogene	645	645
ENSMUSG00000112685	Gm40421	lincRNA	19574	658
ENSMUSG00000112684	Gm47958	antisense	1178	541
ENSMUSG00000112683	Gm18904	processed_pseudogene	507	329
ENSMUSG00000112682	Gm48874	TEC	5300	5300
ENSMUSG00000087270	Gm12983	processed_pseudogene	310	310
ENSMUSG00000087279	4930544D05Rik	protein_coding	1043	863
ENSMUSG00000087278	A930006I01Rik	lincRNA	34164	2229
ENSMUSG00000087277	2010013B24Rik	lincRNA	5800	747
ENSMUSG00000087276	Gm11378	lincRNA	1202	229
ENSMUSG00000087273	Gm13203	lincRNA	2879	520
ENSMUSG00000087272	Gm15409	lincRNA	2435	520
ENSMUSG00000112692	Gm19073	processed_pseudogene	555	555
ENSMUSG00000112691	Gm8681	processed_pseudogene	618	618
ENSMUSG00000112690	Gm2446	unprocessed_pseudogene	12785	847
ENSMUSG00000087269	D330023K18Rik	processed_transcript	5835	1249
ENSMUSG00000112699	Gm48474	processed_pseudogene	1159	1159
ENSMUSG00000112698	Gm7525	processed_pseudogene	454	454
ENSMUSG00000112697	Gm8137	processed_pseudogene	463	463
ENSMUSG00000112696	Gm48815	processed_pseudogene	475	475
ENSMUSG00000112694	Gm33037	antisense	166445	642
ENSMUSG00000112693	Gm5512	transcribed_unprocessed_pseudogene	1522	1522
ENSMUSG00000087260	Lamtor5	protein_coding	5225	884
ENSMUSG00000087268	Gm14486	lincRNA	19544	790
ENSMUSG00000087267	4933427J07Rik	antisense	2191	1533
ENSMUSG00000087266	Gm15991	antisense	21283	4148
ENSMUSG00000087265	Gm12349	lincRNA	2041	657
ENSMUSG00000087264	Gad1os	antisense	73418	938
ENSMUSG00000087263	Gm15726	antisense	6186	509
ENSMUSG00000087261	Gm15477	antisense	61949	4302
ENSMUSG00000087293	Gm14341	antisense	12349	667
ENSMUSG00000087292	Gm13832	lincRNA	63786	612
ENSMUSG00000087291	Gm11946	processed_transcript	6700	4346
ENSMUSG00000087290	Gm15866	antisense	51804	1373
ENSMUSG00000087299	Gm12953	antisense	888	751
ENSMUSG00000087298	Gm9392	processed_pseudogene	554	554
ENSMUSG00000087296	Gm12130	lincRNA	26684	639
ENSMUSG00000087295	Gm3948	antisense	1109	421
ENSMUSG00000087294	Gm13556	antisense	1985	1412
ENSMUSG00000087281	Gm16015	antisense	671	390
ENSMUSG00000087289	4933424M12Rik	lincRNA	6202	2141
ENSMUSG00000087288	Gm13061	processed_transcript	1723	664
ENSMUSG00000087286	Gm9013	processed_pseudogene	882	882
ENSMUSG00000087283	Gm13580	antisense	1055	566
ENSMUSG00000087239	Gm7613	processed_pseudogene	487	487
ENSMUSG00000087238	Gm12865	lincRNA	13141	326
ENSMUSG00000087236	Kif28	protein_coding	49975	3552
ENSMUSG00000063268	Parp10	protein_coding	12268	4275
ENSMUSG00000063260	Syt10	protein_coding	59468	1845
ENSMUSG00000087235	Gm4750	transcribed_processed_pseudogene	2200	2200
ENSMUSG00000087233	Gm43213	processed_pseudogene	1790	1790
ENSMUSG00000087232	Gm14764	antisense	5417	313
ENSMUSG00000087231	E230016M11Rik	processed_transcript	44056	3841
ENSMUSG00000087230	Mroh3	protein_coding	31177	3230
ENSMUSG00000087228	Gm12827	lincRNA	4151	660
ENSMUSG00000087226	Gm14015	lincRNA	59281	3949
ENSMUSG00000087225	Gm14014	lincRNA	6050	2717
ENSMUSG00000063273	Naa15	protein_coding	61360	15427
ENSMUSG00000063275	Hacd1	protein_coding	205854	2118
ENSMUSG00000004902	Slc25a18	protein_coding	20759	1911
ENSMUSG00000063277	Gm10128	protein_coding	3078	615
ENSMUSG00000087224	Gm2182	processed_pseudogene	663	663
ENSMUSG00000087223	4930442L01Rik	antisense	2271	2077
ENSMUSG00000087222	E030042O20Rik	processed_transcript	5255	1427
ENSMUSG00000087221	BC037032	processed_transcript	7292	7125
ENSMUSG00000087220	Gm11377	lincRNA	8814	670
ENSMUSG00000087259	2610035D17Rik	lincRNA	157944	2121
ENSMUSG00000087258	Gm15461	antisense	4636	235
ENSMUSG00000063281	Zfp35	protein_coding	15745	3040
ENSMUSG00000063286	Gm8995	transcribed_unprocessed_pseudogene	7433	7433
ENSMUSG00000087256	Gm15990	antisense	4028	3321
ENSMUSG00000087255	Gm6985	processed_pseudogene	271	271
